time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-02-26T05:09:23.458Z,35.4235,-116.4937,14.1,1.9,ml,8,111.65,0.282,0.2405,nn,nn00717841,2020-02-27T02:09:09.941Z,"24km NE of Fort Irwin, California",earthquake,,2.2,0,1,reviewed,nn,nn
2020-02-26T05:05:48.810Z,33.1005,-116.5011667,12.99,1.24,ml,34,50,0.1492,0.24,ci,ci39083711,2020-02-26T05:16:49.280Z,"10km ENE of Julian, CA",earthquake,0.36,1.11,0.171,27,automatic,ci,ci
2020-02-26T05:00:36.580Z,46.8811667,-112.5203333,13.28,0.95,ml,14,111,0.102,0.17,mb,mb80383069,2020-02-26T15:46:45.200Z,"14km ESE of Lincoln, Montana",earthquake,0.47,0.54,0.117,3,reviewed,mb,mb
2020-02-26T04:57:20.809Z,36.31033333,-98.128,7.59,2.05,ml,76,70,0.05758869913,0.2,ok,ok2020dyrz,2020-02-26T14:25:49.376Z,"20km W of Waukomis, Oklahoma",earthquake,,0.5,0.19,31,reviewed,ok,ok
2020-02-26T04:53:47.920Z,35.6323333,-117.4096667,2.98,-0.03,ml,5,178,0.06264,0.07,ci,ci39083703,2020-02-26T16:35:27.983Z,"15km S of Trona, CA",earthquake,1.13,0.86,0.169,2,reviewed,ci,ci
2020-02-26T04:53:31.780Z,35.908,-117.6958333,4.83,-0.17,ml,5,100,0.05428,0.05,ci,ci37435285,2020-02-26T16:38:30.602Z,"19km E of Little Lake, CA",earthquake,0.32,1.1,0.064,1,reviewed,ci,ci
2020-02-26T04:50:20.060Z,52.0625,-176.008,3.64,0.53,ml,6,193,0.03718,0.12,av,av70872644,2020-02-27T02:05:51.090Z,"49km ENE of Adak, Alaska",earthquake,0.59,1.04,0.209,6,reviewed,av,av
2020-02-26T04:43:46.600Z,52.0613333,-176.0093333,3.81,0.85,ml,6,191,0.03585,0.11,av,av70872639,2020-02-27T02:03:49.660Z,"48km ENE of Adak, Alaska",earthquake,0.49,0.85,0.126,6,reviewed,av,av
2020-02-26T04:41:13.570Z,44.7828333,-111.5273333,10.98,0.26,ml,9,173,0.084,0.11,mb,mb80383099,2020-02-26T16:21:09.830Z,"36km WNW of West Yellowstone, Montana",earthquake,1.23,1.24,0.04,2,reviewed,mb,mb
2020-02-26T04:40:44.780Z,35.8818333,-117.6911667,4.29,0.61,ml,9,77,0.07377,0.14,ci,ci39083695,2020-02-26T04:44:17.689Z,"20km ESE of Little Lake, CA",earthquake,0.3,1.13,0.133,6,automatic,ci,ci
2020-02-26T04:40:34.890Z,44.6378333,-112.7806667,5.92,-0.09,md,3,145,0.196,0.05,mb,mb80383094,2020-02-26T16:17:38.420Z,"14km W of Lima, Montana",earthquake,0.64,6.13,0.2,2,reviewed,mb,mb
2020-02-26T04:30:54.660Z,37.4636667,-118.8043333,-0.72,0.87,md,11,135,0.1277,0.04,nc,nc73346120,2020-02-26T20:55:04.387Z,"16km SW of Toms Place, CA",earthquake,0.35,3,0.255,10,reviewed,nc,nc
2020-02-26T04:28:35.160Z,35.6468333,-117.5338333,6.7,0.31,ml,10,141,0.08385,0.17,ci,ci37435277,2020-02-26T16:40:16.966Z,"13km ENE of Ridgecrest, CA",earthquake,0.46,1.11,0.044,2,reviewed,ci,ci
2020-02-26T04:28:05.510Z,36.0168333,-117.8035,1.38,0.74,ml,11,75,0.03211,0.06,ci,ci39083687,2020-02-26T16:43:19.758Z,"13km NE of Little Lake, CA",earthquake,0.12,0.17,0.212,6,reviewed,ci,ci
2020-02-26T04:27:58.630Z,19.2168331,-155.4196625,32.61,1.86,md,41,144,0.02935,0.14,hv,hv71400987,2020-02-26T04:31:14.390Z,"6km ENE of Pahala, Hawaii",earthquake,0.76,0.85,0.26,8,automatic,hv,hv
2020-02-26T04:24:19.670Z,17.953,-66.8861,14,2.71,md,6,214,0.0232,0.07,pr,pr2020057008,2020-02-26T07:59:42.962Z,"2km S of Maria Antonia, Puerto Rico",earthquake,1.04,0.53,0.08,3,reviewed,pr,pr
2020-02-26T04:13:08.860Z,33.5073333,-116.7975,3.44,0.32,ml,22,62,0.005559,0.12,ci,ci39083679,2020-02-26T16:05:23.083Z,"10km NE of Aguanga, CA",earthquake,0.2,0.36,0.094,5,reviewed,ci,ci
2020-02-26T04:05:16.500Z,32.8736667,-116.0163333,8.4,1.15,ml,26,44,0.04179,0.13,ci,ci39083671,2020-02-26T19:37:22.958Z,"16km N of Ocotillo, CA",earthquake,0.2,0.43,0.121,12,reviewed,ci,ci
2020-02-26T04:04:29.110Z,38.7906685,-122.7618332,1.66,0.56,md,10,78,0.01008,0.01,nc,nc73346110,2020-02-26T04:20:03.516Z,"2km NNW of The Geysers, CA",earthquake,0.36,0.94,,1,automatic,nc,nc
2020-02-26T04:01:25.540Z,36.9981667,-118.3256667,4.8,2.36,md,33,83,0.09477,0.09,nc,nc73346105,2020-02-27T02:09:07.139Z,"19km S of Big Pine, CA",earthquake,0.81,1.65,0.265,38,reviewed,nc,nc
2020-02-26T04:00:34.150Z,52.0643333,-176.1246667,4.88,0.98,ml,6,102,0.01667,0.09,av,av70872629,2020-02-27T01:59:51.140Z,"42km ENE of Adak, Alaska",earthquake,0.36,0.68,0.302,6,reviewed,av,av
2020-02-26T03:47:54.180Z,36.0665,-117.8503333,1.85,0.93,ml,9,147,0.05111,0.04,ci,ci39083663,2020-02-26T14:48:58.429Z,"9km ENE of Coso Junction, CA",earthquake,0.16,0.19,0.211,9,reviewed,ci,ci
2020-02-26T03:45:48.480Z,36.0683333,-117.8536667,2.52,2,ml,25,53,0.04915,0.11,ci,ci39083655,2020-02-26T03:56:26.710Z,"9km ENE of Coso Junction, CA",earthquake,0.19,0.23,0.311,26,automatic,ci,ci
2020-02-26T03:40:36.195Z,-18.8935,-69.3412,116.79,4.4,mb,,87,0.577,0.78,us,us600084ex,2020-02-26T03:52:42.040Z,"80km SSE of Putre, Chile",earthquake,5.1,6.9,0.179,9,reviewed,us,us
2020-02-26T03:38:19.870Z,33.5066667,-116.4995,11.62,0.13,ml,16,64,0.05712,0.15,ci,ci39083647,2020-02-26T16:14:42.379Z,"17km ESE of Anza, CA",earthquake,0.3,0.75,0.103,3,reviewed,ci,ci
2020-02-26T03:34:39.760Z,52.0628333,-176.1098333,2.07,-0.21,ml,5,99,0.0242,0.12,av,av70872619,2020-02-27T01:49:11.420Z,"42km ENE of Adak, Alaska",earthquake,0.42,1.09,0.485,5,reviewed,av,av
2020-02-26T03:31:45.189Z,35.35766667,-97.87733333,6.7,2.01,ml,62,52,0.1403724541,0.5,ok,ok2020dype,2020-02-26T14:11:22.812Z,"6km ESE of Union City, Oklahoma",earthquake,,1.1,0.22,24,reviewed,ok,ok
2020-02-26T03:31:14.250Z,52.0685,-176.1211667,3.17,0.4,ml,5,112,0.02095,0.11,av,av70872614,2020-02-27T01:46:39.670Z,"42km ENE of Adak, Alaska",earthquake,0.34,0.88,0.307,5,reviewed,av,av
2020-02-26T03:30:37.930Z,44.7901667,-111.5331667,11.24,0.12,ml,10,183,0.084,0.15,mb,mb80383134,2020-02-26T18:22:15.840Z,"36km WNW of West Yellowstone, Montana",earthquake,1.36,1.44,0.021,2,reviewed,mb,mb
2020-02-26T03:30:31.380Z,17.9211,-66.8673,10,3.06,md,10,227,0.0553,0.1,pr,pr2020057007,2020-02-26T06:23:34.166Z,"6km SSE of Maria Antonia, Puerto Rico",earthquake,0.88,0.48,0.25,5,reviewed,pr,pr
2020-02-26T03:23:35.107Z,61.7786,-149.6105,40.2,1.6,ml,,,,0.61,ak,ak0202mbk352,2020-02-26T03:27:32.455Z,"17km N of Meadow Lakes, Alaska",earthquake,,0.9,,,automatic,ak,ak
2020-02-26T03:21:49.380Z,46.1993333333333,-122.188,3.86,-0.07,ml,11,104,,0.13,uw,uw61577882,2020-02-27T22:31:32.500Z,"37km NNE of Amboy, Washington",earthquake,0.44,0.6,0.141641544382268,8,reviewed,uw,uw
2020-02-26T03:20:36.910Z,47.7681667,-113.807,7.29,-0.35,md,6,212,0.168,0.11,mb,mb80383084,2020-02-26T16:01:07.960Z,"27km ENE of Polson, Montana",earthquake,1.08,4.38,0.086,2,reviewed,mb,mb
2020-02-26T03:18:28.670Z,17.9376,-66.8248,12,2.57,md,8,222,0.0661,0.09,pr,pr2020057006,2020-02-26T03:37:13.955Z,"6km S of Indios, Puerto Rico",earthquake,1.09,0.46,0.25,2,reviewed,pr,pr
2020-02-26T03:13:48.500Z,38.7981682,-122.7365036,0.96,0.88,md,9,106,0.01491,0.02,nc,nc73346085,2020-02-26T03:45:05.277Z,"3km NE of The Geysers, CA",earthquake,0.28,0.69,0.21,2,automatic,nc,nc
2020-02-26T03:09:54.950Z,38.831665,-122.8180008,1.7,0.8,md,20,49,0.01032,0.01,nc,nc73346070,2020-02-26T03:34:03.225Z,"8km NW of The Geysers, CA",earthquake,0.23,0.51,0.09,3,automatic,nc,nc
2020-02-26T03:09:38.070Z,35.8438333,-117.6651667,4.93,2.47,ml,41,23,0.06171,0.14,ci,ci39083639,2020-02-28T17:38:34.660Z,"24km ESE of Little Lake, CA",earthquake,0.13,0.33,0.168,69,reviewed,ci,ci
2020-02-26T03:08:52.360Z,37.6346667,-118.9143333,1.03,-0.14,md,7,195,0.01695,0.03,nc,nc73346075,2020-02-26T18:16:18.891Z,"6km E of Mammoth Lakes, CA",earthquake,1.16,1.03,0.084,7,reviewed,nc,nc
2020-02-26T03:07:04.580Z,38.8078346,-122.7979965,2.48,0.54,md,8,117,0.002109,0.02,nc,nc73346060,2020-02-26T03:22:03.144Z,"5km NW of The Geysers, CA",earthquake,0.52,1.2,,1,automatic,nc,nc
2020-02-26T02:56:49.770Z,19.2106667,-155.3939972,32.02,2.3,md,40,164,0.08465,0.13,hv,hv71400922,2020-02-26T02:59:59.060Z,"9km E of Pahala, Hawaii",earthquake,0.63,0.82,0.16,16,automatic,hv,hv
2020-02-26T02:55:23.470Z,38.84,-111.5535,1.22,1.52,md,9,69,0.1178,0.15,uu,uu60361407,2020-02-26T17:00:00.600Z,"29km ESE of Salina, Utah",earthquake,0.64,31.61,0.286,9,reviewed,uu,uu
2020-02-26T02:48:47.613Z,63.0042,-151.5482,0,1.7,ml,,,,0.78,ak,ak0202mb41eh,2020-02-26T02:52:54.541Z,"105km NW of Talkeetna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-02-26T02:45:48.700Z,35.3493333,-117.824,7.2,1.05,ml,18,74,0.08365,0.18,ci,ci39083631,2020-02-26T02:49:25.976Z,"17km W of Johannesburg, CA",earthquake,0.34,1.15,0.15,20,automatic,ci,ci
2020-02-26T02:44:19.268Z,63.0547,-151.4621,6.1,2.3,ml,,,,0.69,ak,ak0202mb34de,2020-02-26T02:56:05.674Z,"106km NW of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-02-26T02:42:37.830Z,38.7981667,-122.8145,3.24,0.27,md,22,84,0.01328,0.03,nc,nc73346055,2020-02-26T22:32:02.985Z,"6km WNW of The Geysers, CA",earthquake,0.26,0.5,,1,reviewed,nc,nc
2020-02-26T02:42:19.000Z,17.951,-66.5948,7,2.73,md,8,202,0.0925,0.12,pr,pr2020057005,2020-02-26T03:48:36.084Z,"6km SSE of Ponce, Puerto Rico",earthquake,0.75,0.32,0.31,6,reviewed,pr,pr
2020-02-26T02:29:06.100Z,19.1338,-67.2156,20,3.5,md,10,288,0.6744,0.22,pr,pr2020057004,2020-02-26T03:44:21.982Z,"55km N of Isabela, Puerto Rico",earthquake,1.29,18.67,0.28,5,reviewed,pr,pr
2020-02-26T02:03:59.310Z,38.8129997,-122.8138351,2.82,1.14,md,28,50,0.01079,0.02,nc,nc73346050,2020-02-26T02:27:04.788Z,"6km NW of The Geysers, CA",earthquake,0.21,0.43,0.06,4,automatic,nc,nc
2020-02-26T02:03:12.270Z,35.7638333,-117.5508333,11.05,1.05,ml,24,72,0.06421,0.16,ci,ci39083623,2020-02-26T16:14:27.361Z,"13km W of Searles Valley, CA",earthquake,0.26,0.43,0.141,9,reviewed,ci,ci
2020-02-26T02:00:22.870Z,35.6741667,-117.4593333,11.97,1.31,ml,14,171,0.08751,0.15,ci,ci39083615,2020-02-26T02:04:06.706Z,"12km SSW of Searles Valley, CA",earthquake,0.48,0.93,0.192,16,automatic,ci,ci
2020-02-26T01:54:11.750Z,35.8298333,-117.684,7.62,0.99,ml,18,59,0.06908,0.18,ci,ci39083607,2020-02-26T14:50:00.182Z,"23km N of Ridgecrest, CA",earthquake,0.35,0.97,0.175,12,reviewed,ci,ci
2020-02-26T01:53:10.910Z,17.9561,-66.8141,11,2.69,md,7,215,0.0678,0.07,pr,pr2020057003,2020-02-26T02:25:29.945Z,"4km S of Indios, Puerto Rico",earthquake,0.83,0.41,0.31,2,reviewed,pr,pr
2020-02-26T01:49:16.496Z,61.046,-152.3852,97.3,2.8,ml,,,,0.92,ak,ak0202mair3j,2020-02-26T02:03:02.945Z,"65km NNE of Redoubt Volcano, Alaska",earthquake,,1.4,,,automatic,ak,ak
2020-02-26T01:48:10.960Z,38.8334999,-122.8119965,2,0.56,md,13,70,0.0102,0.01,nc,nc73346045,2020-02-26T02:15:04.712Z,"8km W of Cobb, CA",earthquake,0.29,0.82,,1,automatic,nc,nc
2020-02-26T01:43:45.880Z,52.06,-176.0048333,3.62,0.93,ml,6,193,0.03757,0.11,av,av70872609,2020-02-27T01:42:37.320Z,"49km ENE of Adak, Alaska",earthquake,0.5,0.9,0.151,6,reviewed,av,av
2020-02-26T01:41:14.470Z,44.7956667,-111.5413333,11.85,2.64,ml,50,42,0.017,0.21,mb,mb80383064,2020-02-26T15:39:55.490Z,"37km WNW of West Yellowstone, Montana",earthquake,0.32,0.42,0.172,22,reviewed,mb,mb
2020-02-26T01:38:27.870Z,17.9556,-66.843,12,2.26,md,8,214,0.0411,0.08,pr,pr2020057001,2020-02-26T01:52:39.841Z,"4km SSW of Indios, Puerto Rico",earthquake,0.94,0.49,0.52,5,reviewed,pr,pr
2020-02-26T01:35:23.780Z,38.7911682,-122.8119965,3.31,0.32,md,9,119,0.007531,0.02,nc,nc73346040,2020-02-26T02:03:03.642Z,"5km WNW of The Geysers, CA",earthquake,0.52,1.11,0.25,2,automatic,nc,nc
2020-02-26T01:34:39.770Z,35.8296667,-117.661,11.43,0.73,ml,10,81,0.05344,0.15,ci,ci39083591,2020-02-26T01:38:10.812Z,"23km N of Ridgecrest, CA",earthquake,0.38,0.86,0.234,7,automatic,ci,ci
2020-02-26T01:32:27.920Z,17.953,-66.8596,13,2.52,md,8,214,0.0295,0.06,pr,pr2020057002,2020-02-26T02:01:05.792Z,"4km SE of Maria Antonia, Puerto Rico",earthquake,0.87,0.24,0.31,7,reviewed,pr,pr
2020-02-26T01:29:35.048Z,62.9206,-149.2817,3.8,2.1,ml,,,,0.73,ak,ak0202maei80,2020-02-26T01:34:46.841Z,"55km SSW of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-02-26T01:25:42.190Z,37.6308333,-118.9148333,1.78,0.66,md,15,68,0.01869,0.04,nc,nc73346035,2020-02-26T17:52:02.955Z,"6km E of Mammoth Lakes, CA",earthquake,0.32,0.41,0.221,15,reviewed,nc,nc
2020-02-26T01:23:39.798Z,-21.3945,-67.2874,198.88,4.5,mb,,66,1.756,0.8,us,us600084d8,2020-02-26T01:38:03.040Z,"114km SSW of Uyuni, Bolivia",earthquake,8.2,7.8,0.157,12,reviewed,us,us
2020-02-26T01:19:36.370Z,35.3455,-117.8215,6.81,1.22,ml,28,45,0.0804,0.17,ci,ci39083583,2020-02-27T18:45:58.837Z,"17km W of Johannesburg, CA",earthquake,0.22,0.57,0.221,18,reviewed,ci,ci
2020-02-26T00:57:53.020Z,52.0576667,-176.0068333,4.69,0.87,ml,7,188,0.0354,0.13,av,av70872604,2020-02-27T01:39:05.090Z,"48km ENE of Adak, Alaska",earthquake,0.44,0.48,0.195,7,reviewed,av,av
2020-02-26T00:55:17.660Z,37.4166667,-118.5731667,10.75,1.85,md,23,90,0.06388,0.06,nc,nc73346030,2020-02-27T02:09:05.197Z,"2km E of Round Valley, CA",earthquake,0.51,1.28,0.141,24,reviewed,nc,nc
2020-02-26T00:54:18.790Z,35.9991667,-117.833,1.61,0.52,ml,8,80,0.0257,0.06,ci,ci39083575,2020-02-26T16:46:06.292Z,"10km NE of Little Lake, CA",earthquake,0.16,0.22,0.07,2,reviewed,ci,ci
2020-02-26T00:53:43.290Z,35.3606667,-117.8133333,6.91,1.03,ml,17,92,0.09675,0.18,ci,ci39083567,2020-02-26T00:57:29.192Z,"16km W of Johannesburg, CA",earthquake,0.35,0.94,0.155,18,automatic,ci,ci
2020-02-26T00:52:46.560Z,36.5591667,-121.08,9.28,0.8,md,9,133,0.03783,0.15,nc,nc73346025,2020-02-26T23:06:04.214Z,"6km ENE of Pinnacles, CA",earthquake,1.19,1.86,0.05,5,reviewed,nc,nc
2020-02-26T00:42:47.030Z,52.0468333,-176.0096667,4.86,1.58,ml,7,174,0.03041,0.19,av,av62139476,2020-02-27T01:33:06.170Z,"48km ENE of Adak, Alaska",earthquake,0.6,0.6,0.193,8,reviewed,av,av
2020-02-26T00:23:32.962Z,15.8766,119.2185,10,5,mb,,94,7.124,0.73,us,us600084cv,2020-02-26T00:48:43.040Z,"59km W of Ilioilio, Philippines",earthquake,8.6,1.8,0.053,115,reviewed,us,us
2020-02-26T00:22:29.771Z,31.0926,130.3196,162.41,4.3,mb,,120,0.43,0.74,us,us600084d3,2020-02-26T01:31:01.040Z,"19km S of Makurazaki, Japan",earthquake,9.4,6.4,0.065,66,reviewed,us,us
2020-02-26T00:19:31.500Z,32.4723333,-115.2146667,16.19,1.85,ml,19,184,0.2146,0.24,ci,ci39083527,2020-02-26T16:35:15.494Z,"13km N of Delta, B.C., MX",earthquake,0.77,1.27,0.31,11,reviewed,ci,ci
2020-02-26T00:18:36.700Z,35.9956667,-117.3516667,6.42,0.44,ml,12,78,0.1183,0.1,ci,ci39083535,2020-02-26T16:49:08.513Z,"26km N of Searles Valley, CA",earthquake,0.23,0.67,0.135,5,reviewed,ci,ci
2020-02-26T00:13:32.480Z,19.2263336,-155.4236603,32.36,1.99,md,32,135,0.0271,0.13,hv,hv71400672,2020-02-26T00:16:50.050Z,"6km ENE of Pahala, Hawaii",earthquake,0.6,0.78,0.13,7,automatic,hv,hv
2020-02-26T00:08:01.020Z,32.4631667,-115.2103333,16.71,1.96,ml,26,205,0.2212,0.29,ci,ci39083503,2020-02-26T16:29:08.463Z,"12km N of Delta, B.C., MX",earthquake,0.87,1.51,0.228,16,reviewed,ci,ci
2020-02-26T00:06:38.580Z,38.7836685,-122.7356644,1.63,0.9,md,16,52,0.0009342,0.03,nc,nc73346020,2020-02-26T00:58:03.241Z,"2km ENE of The Geysers, CA",earthquake,0.22,0.45,0.14,4,automatic,nc,nc
2020-02-26T00:00:54.240Z,19.3178,-63.8093,57,3.36,md,10,250,1.4648,0.61,pr,pr2020057000,2020-02-26T01:19:36.040Z,"108km NE of Road Town, British Virgin Islands",earthquake,4.7,17.72,0.04,5,reviewed,pr,pr
2020-02-25T23:58:27.389Z,62.2908,-149.9502,15.6,1.9,ml,,,,0.54,ak,ak0202l04w7n,2020-02-26T00:02:38.140Z,"9km ESE of Talkeetna, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-02-25T23:58:04.870Z,51.8501667,-177.7631667,6.77,1.71,ml,9,152,0.04806,0.12,av,av62139361,2020-02-27T00:17:04.350Z,"26km E of Tanaga Volcano, Alaska",earthquake,0.6,0.72,0.239,9,reviewed,av,av
2020-02-25T23:57:13.820Z,33.5941667,-116.8071667,6.4,0.83,ml,31,49,0.03595,0.2,ci,ci39083495,2020-02-26T00:00:58.842Z,"13km WNW of Anza, CA",earthquake,0.3,0.73,0.103,22,automatic,ci,ci
2020-02-25T23:47:09.430Z,35.8021667,-117.621,10.53,0.6,ml,9,88,0.02341,0.15,ci,ci39083479,2020-02-25T23:50:37.580Z,"20km W of Searles Valley, CA",earthquake,0.42,0.72,0.076,8,automatic,ci,ci
2020-02-25T23:33:58.450Z,35.8271667,-117.6598333,5.4,0.95,ml,16,72,0.05192,0.18,ci,ci39083471,2020-02-25T23:37:45.422Z,"23km N of Ridgecrest, CA",earthquake,0.31,0.93,0.122,13,automatic,ci,ci
2020-02-25T23:24:54.280Z,19.0986,-67.0855,22,3.24,md,9,280,0.6316,0.41,pr,pr2020056034,2020-02-25T23:41:55.845Z,"66km N of Isabela, Puerto Rico",earthquake,2.48,29.42,0.04,4,reviewed,pr,pr
2020-02-25T23:16:50.673Z,61.6167,-146.5895,30.4,2,ml,,,,1.06,ak,ak0202kzvxxn,2020-02-25T23:20:09.289Z,"55km NNW of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-02-25T23:16:11.560Z,19.0413,-67.0623,23,3.37,md,10,275,0.5759,0.32,pr,pr2020056033,2020-02-25T23:43:31.040Z,"54km N of Isabela, Puerto Rico",earthquake,1.98,20.06,0.03,3,reviewed,pr,pr
2020-02-25T23:13:28.400Z,46.4101666666667,-122.336666666667,17.31,0.61,ml,23,85,,0.17,uw,uw61577827,2020-02-26T01:11:57.830Z,"17km SSW of Morton, Washington",earthquake,0.41,0.61,0.14641678014399,9,reviewed,uw,uw
2020-02-25T23:12:56.646Z,59.8597,-139.3371,4,2.4,ml,,,,0.68,ak,ak0202kzv3jc,2020-02-25T23:16:58.255Z,"41km NNE of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-02-25T23:11:03.600Z,61.6582,-146.5644,34.7,2,ml,,,,0.89,ak,ak0202kzuroq,2020-02-25T23:15:17.399Z,"59km N of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-02-25T23:03:37.771Z,38.3128,38.7842,10,5,mww,,59,0.854,0.89,us,us600084bs,2020-02-26T13:59:21.148Z,"11km S of Kale, Turkey",earthquake,4.3,1.8,0.069,20,reviewed,us,us
2020-02-25T23:03:05.355Z,61.5791,-146.6483,28.6,1.7,ml,,,,0.47,ak,ak0202kzt24i,2020-02-25T23:08:14.758Z,"52km NNW of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-02-25T23:01:06.970Z,38.8343315,-122.8089981,2.09,0.56,md,8,92,0.01095,0.01,nc,nc73346015,2020-02-25T23:06:04.532Z,"8km W of Cobb, CA",earthquake,0.44,0.97,,1,automatic,nc,nc
2020-02-25T22:56:36.938Z,61.576,-146.547,15.7,3.3,ml,,,,0.82,ak,ak0202kzj1yd,2020-02-26T00:12:27.561Z,"55km NNW of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-02-25T22:56:23.430Z,48.4545,-123.553,-0.25,0.8,ml,8,87,,0.1,uw,uw61577797,2020-02-26T01:01:39.300Z,"3km W of Langford, Canada",explosion,0.4,31.61,0.227963001808933,3,reviewed,uw,uw
2020-02-25T22:48:46.630Z,19.1935005,-155.4526672,35.93,2.18,md,43,121,0.03893,0.11,hv,hv71400562,2020-02-25T22:52:05.710Z,"3km ESE of Pahala, Hawaii",earthquake,0.59,0.86,0.13,19,automatic,hv,hv
2020-02-25T22:44:54.040Z,38.821167,-122.8404999,1.89,0.58,md,16,61,0.004695,0.04,nc,nc73346005,2020-02-25T22:53:03.442Z,"9km NW of The Geysers, CA",earthquake,0.26,0.54,,2,automatic,nc,nc
2020-02-25T22:38:15.730Z,35.3665,-117.8328333,1.47,1.3,ml,14,109,0.09943,0.19,ci,ci39083463,2020-02-25T22:42:01.179Z,"18km W of Johannesburg, CA",earthquake,0.43,0.81,0.228,16,automatic,ci,ci
2020-02-25T22:37:17.130Z,35.3473333,-117.8226667,6.4,1.82,ml,29,38,0.08195,0.17,ci,ci39083455,2020-02-26T14:51:16.290Z,"17km W of Johannesburg, CA",earthquake,0.28,0.81,0.14,27,reviewed,ci,ci
2020-02-25T22:35:40.790Z,33.2195,-116.736,11.16,1.47,ml,42,26,0.02518,0.18,ci,ci39083447,2020-02-25T22:46:41.660Z,"4km SE of Lake Henshaw, CA",earthquake,0.22,0.51,0.186,28,automatic,ci,ci
2020-02-25T22:35:19.300Z,35.3535,-117.8158333,3.97,3.32,ml,57,37,0.08932,0.2,ci,ci39083439,2020-03-01T02:18:01.932Z,"17km W of Johannesburg, CA",earthquake,0.17,0.62,0.194,145,reviewed,ci,ci
2020-02-25T22:30:59.270Z,32.968,-116.2391667,11.39,1.35,ml,27,92,0.05561,0.18,ci,ci39083423,2020-02-25T22:34:33.076Z,"22km SSW of Ocotillo Wells, CA",earthquake,0.29,0.71,0.228,30,automatic,ci,ci
2020-02-25T22:29:01.790Z,36.1153333,-117.8745,2.03,0.92,ml,16,179,0.01606,0.11,ci,ci39083431,2020-02-26T16:57:28.096Z,"10km NE of Coso Junction, CA",earthquake,0.26,0.2,0.171,10,reviewed,ci,ci
2020-02-25T22:28:15.107Z,38.4672,44.2139,10,4.3,mb,,88,0.921,0.94,us,us600084av,2020-02-26T06:30:48.485Z,"20km S of Saray, Turkey",earthquake,4.4,1.7,0.094,32,reviewed,us,us
2020-02-25T22:27:15.990Z,38.8348351,-122.8171692,1.93,0.56,md,8,93,0.0127,0.01,nc,nc73345985,2020-02-25T22:33:05.324Z,"8km W of Cobb, CA",earthquake,0.41,1.68,,1,automatic,nc,nc
2020-02-25T22:26:31.010Z,48.4956666666667,-118.5655,-0.48,1.78,md,4,224,,0.48,uw,uw61577767,2020-02-26T23:23:02.971Z,"21km SE of Republic, Washington",explosion,2.53,31.61,0.0889072059701044,3,reviewed,uw,uw
2020-02-25T22:21:51.310Z,35.3516667,-117.8193333,6.53,1.15,ml,12,106,0.0868,0.2,ci,ci39083407,2020-02-26T14:51:27.644Z,"17km W of Johannesburg, CA",earthquake,0.48,1.02,0.189,20,reviewed,ci,ci
2020-02-25T22:19:38.460Z,36.114,-117.8696667,1.51,1.84,ml,23,55,0.01251,0.17,ci,ci39083399,2020-02-25T22:23:24.499Z,"10km NE of Coso Junction, CA",earthquake,0.24,0.28,0.212,25,automatic,ci,ci
2020-02-25T22:15:39.530Z,17.9375,-66.7288,11,2.37,md,11,223,0.155,0.17,pr,pr2020056032,2020-02-25T22:59:30.040Z,"9km S of Tallaboa, Puerto Rico",earthquake,1.07,0.56,0.32,9,reviewed,pr,pr
2020-02-25T22:12:22.890Z,49.3795,-120.5335,-0.37,2.3,ml,17,183,,0.3,uw,uw61577742,2020-02-26T17:36:48.790Z,"8km S of Princeton, Canada",explosion,1.08,31.61,0.168033919619071,8,reviewed,uw,uw
2020-02-25T22:04:42.966Z,61.2043,-150.1574,40.1,1.9,ml,,,,0.3,ak,ak0202kz7x53,2020-02-25T22:14:00.493Z,"13km W of Anchorage, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-02-25T21:58:27.910Z,35.38333333,-97.87616667,5.35,2.07,ml,54,48,0.1313742199,0.44,ok,ok2020dyee,2020-02-26T14:17:25.698Z,"6km E of Union City, Oklahoma",earthquake,,1.3,0.2,26,reviewed,ok,ok
2020-02-25T21:55:18.860Z,36.191,-120.7636667,7.55,1.21,md,25,160,0.03927,0.08,nc,nc73345960,2020-02-26T00:46:03.168Z,"23km NNE of San Ardo, CA",earthquake,0.45,0.35,0.169,12,reviewed,nc,nc
2020-02-25T21:50:13.950Z,17.8108,-66.846,11,3.03,md,7,238,0.1676,0.09,pr,pr2020056031,2020-02-25T22:06:40.787Z,"18km SSE of Guanica, Puerto Rico",earthquake,0.75,0.59,0.01,3,reviewed,pr,pr
